ContactId,Title,Firstname,MiddleName,LastName,Suffix,Emailaddress,EmailPromotion,Phone,ModifiedDate
1790,,Isabella,,Washington,,isabella23@adventure-works.com,0,1 (11) 500 555-0146,2003-01-15 00:00:00.000000 UTC
12655,,Dalton,M,Coleman,,dalton51@adventure-works.com,0,1 (11) 500 555-0182,2003-01-15 00:00:00.000000 UTC
17845,,Diana,,Alvarez,,diana3@adventure-works.com,0,1 (11) 500 555-0197,2003-01-15 00:00:00.000000 UTC
18588,,Victoria,J,Cook,,victoria29@adventure-works.com,0,1 (11) 500 555-0167,2002-06-21 00:00:00.000000 UTC
9684,,Kari,J,Malhotra,,kari6@adventure-works.com,0,1 (11) 500 555-0116,2002-06-21 00:00:00.000000 UTC
11682,,Sarah,,Thompson,,sarah17@adventure-works.com,0,412-555-0111,2002-06-21 00:00:00.000000 UTC
15342,,Jonathan,D,Campbell,,jonathan36@adventure-works.com,0,549-555-0133,2002-06-21 00:00:00.000000 UTC
5955,,Christian,,Perry,,christian22@adventure-works.com,0,292-555-0195,2002-06-21 00:00:00.000000 UTC
11231,,Alisha,,Nath,,alisha43@adventure-works.com,0,1 (11) 500 555-0173,2002-06-21 00:00:00.000000 UTC
10895,,Pedro,A,Moreno,,pedro27@adventure-works.com,0,1 (11) 500 555-0183,2001-11-25 00:00:00.000000 UTC
11670,,Alejandro,A,Li,,alejandro5@adventure-works.com,0,1 (11) 500 555-0150,2004-06-02 00:00:00.000000 UTC
6915,,Arianna,L,Foster,,arianna14@adventure-works.com,0,692-555-0112,2004-06-02 00:00:00.000000 UTC
12545,,Willie,C,Huang,,willie5@adventure-works.com,0,1 (11) 500 555-0145,2004-06-02 00:00:00.000000 UTC
7789,,Erin,L,Howard,,erin16@adventure-works.com,0,394-555-0111,2004-06-02 00:00:00.000000 UTC
13460,,Charles,E,Sanders,,charles50@adventure-works.com,0,1 (11) 500 555-0189,2004-06-02 00:00:00.000000 UTC
13661,,Lawrence,W,Serrano,,lawrence15@adventure-works.com,0,1 (11) 500 555-0171,2004-06-02 00:00:00.000000 UTC
3575,,Xavier,M,Smith,,xavier0@adventure-works.com,0,1 (11) 500 555-0120,2004-06-02 00:00:00.000000 UTC
3851,,Donna,,Lal,,donna8@adventure-works.com,0,1 (11) 500 555-0110,2004-06-02 00:00:00.000000 UTC
11401,,Dawn,T,Stone,,dawn24@adventure-works.com,0,1 (11) 500 555-0154,2004-06-02 00:00:00.000000 UTC
11750,,Samantha,,Griffin,,samantha43@adventure-works.com,0,946-555-0183,2004-06-02 00:00:00.000000 UTC
16382,,Carlos,K,Wright,,carlos49@adventure-works.com,0,243-555-0132,2004-06-02 00:00:00.000000 UTC
4477,,Eric,T,Coleman,,eric14@adventure-works.com,0,811-555-0134,2004-06-02 00:00:00.000000 UTC
10118,,Katherine,,Allen,,katherine97@adventure-works.com,0,737-555-0166,2004-06-02 00:00:00.000000 UTC
19829,,Katie,,Chapman,,katie18@adventure-works.com,0,1 (11) 500 555-0133,2004-06-02 00:00:00.000000 UTC
6034,,Cassidy,L,Butler,,cassidy15@adventure-works.com,0,677-555-0149,2004-06-02 00:00:00.000000 UTC
2176,,Katherine,M,Simmons,,katherine41@adventure-works.com,0,186-555-0182,2004-06-02 00:00:00.000000 UTC
3012,,Wyatt,,Carter,,wyatt39@adventure-works.com,0,944-555-0122,2004-06-02 00:00:00.000000 UTC
8864,,Haley,B,Phillips,,haley45@adventure-works.com,0,337-555-0113,2004-06-02 00:00:00.000000 UTC
14906,,Marc,J,Dominguez,,marc16@adventure-works.com,0,1 (11) 500 555-0137,2004-06-02 00:00:00.000000 UTC
17067,,Abby,,Madan,,abby6@adventure-works.com,0,1 (11) 500 555-0171,2004-06-02 00:00:00.000000 UTC
19380,,Alyssa,S,Barnes,,alyssa49@adventure-works.com,0,317-555-0120,2004-06-02 00:00:00.000000 UTC
19784,,Kaitlyn,,Torres,,kaitlyn60@adventure-works.com,0,635-555-0110,2004-06-02 00:00:00.000000 UTC
12828,,Edward,J,Wood,,edward50@adventure-works.com,0,229-555-0114,2003-11-07 00:00:00.000000 UTC
1597,,Isabella,,Cox,,isabella0@adventure-works.com,0,377-555-0164,2003-11-07 00:00:00.000000 UTC
4194,,Devin,C,Evans,,devin41@adventure-works.com,0,131-555-0193,2003-11-07 00:00:00.000000 UTC
16667,,Noah,A,Hall,,noah72@adventure-works.com,0,485-555-0116,2003-11-07 00:00:00.000000 UTC
1829,,Heather,C,Li,,heather3@adventure-works.com,0,1 (11) 500 555-0120,2003-11-07 00:00:00.000000 UTC
7220,,Mackenzie,J,Sanders,,mackenzie2@adventure-works.com,0,257-555-0122,2003-11-07 00:00:00.000000 UTC
5143,,Autumn,A,Guo,,autumn17@adventure-works.com,0,1 (11) 500 555-0169,2003-11-07 00:00:00.000000 UTC
15673,,Hunter,A,Mitchell,,hunter38@adventure-works.com,0,110-555-0117,2003-11-07 00:00:00.000000 UTC
7825,,Tasha,A,Lal,,tasha9@adventure-works.com,0,1 (11) 500 555-0158,2003-11-07 00:00:00.000000 UTC
9622,,Julia,L,Hernandez,,julia15@adventure-works.com,0,563-555-0175,2003-11-07 00:00:00.000000 UTC
8681,,Jaime,J,Becker,,jaime43@adventure-works.com,0,778-555-0131,2003-11-07 00:00:00.000000 UTC
14859,,Jimmy,V,Blanco,,jimmy19@adventure-works.com,0,1 (11) 500 555-0173,2003-11-07 00:00:00.000000 UTC
7313,,Melanie,G,Bradley,,melanie16@adventure-works.com,0,907-555-0122,2003-11-07 00:00:00.000000 UTC
6834,,Alexandria,,Alexander,,alexandria19@adventure-works.com,0,714-555-0159,2003-11-07 00:00:00.000000 UTC
16624,,Thomas,J,Jackson,,thomas73@adventure-works.com,0,332-555-0140,2003-11-07 00:00:00.000000 UTC
1985,,Alfredo,C,Hernandez,,alfredo5@adventure-works.com,0,1 (11) 500 555-0142,2003-11-07 00:00:00.000000 UTC
9161,,Carolyn,S,Fernandez,,carolyn15@adventure-works.com,0,1 (11) 500 555-0134,2003-11-07 00:00:00.000000 UTC
12300,,Fernando,,Ross,,fernando48@adventure-works.com,0,816-555-0117,2003-11-07 00:00:00.000000 UTC
12213,,Emily,,Russell,,emily45@adventure-works.com,0,107-555-0193,2003-11-07 00:00:00.000000 UTC
12990,,Monique,,Suarez,,monique15@adventure-works.com,0,1 (11) 500 555-0127,2003-04-13 00:00:00.000000 UTC
6700,,Dominique,,Fernandez,,dominique13@adventure-works.com,0,1 (11) 500 555-0183,2003-04-13 00:00:00.000000 UTC
788,Sr.,Anibal,,Sousa,,anibal1@adventure-works.com,0,283-555-0100,2003-04-13 00:00:00.000000 UTC
1622,,Lisa,A,Lin,,lisa11@adventure-works.com,0,1 (11) 500 555-0136,2003-04-13 00:00:00.000000 UTC
4086,,Martha,D,Wang,,martha1@adventure-works.com,0,1 (11) 500 555-0158,2003-04-13 00:00:00.000000 UTC
6256,,Marissa,,Wood,,marissa0@adventure-works.com,0,538-555-0190,2003-04-13 00:00:00.000000 UTC
13826,,Xavier,L,Rivera,,xavier74@adventure-works.com,0,587-555-0162,2003-04-13 00:00:00.000000 UTC
13894,,Walter,,Munoz,,walter20@adventure-works.com,0,1 (11) 500 555-0114,2003-04-13 00:00:00.000000 UTC
17823,Mr.,Ram,,Thirunavukkarasu,,ram1@adventure-works.com,0,970-555-0173,2003-04-13 00:00:00.000000 UTC
12991,,Monique,R,Sanz,,monique16@adventure-works.com,0,1 (11) 500 555-0127,2003-04-13 00:00:00.000000 UTC
14852,,Jimmy,,Dominguez,,jimmy16@adventure-works.com,0,1 (11) 500 555-0145,2002-09-17 00:00:00.000000 UTC
2939,,Barry,A,Kovár,,barry4@adventure-works.com,0,1 (11) 500 555-0133,2002-09-17 00:00:00.000000 UTC
17825,,Stacy,,Serrano,,stacy17@adventure-works.com,0,1 (11) 500 555-0125,2002-09-17 00:00:00.000000 UTC
6402,,Meagan,,Prasad,,meagan9@adventure-works.com,0,1 (11) 500 555-0117,2002-02-21 00:00:00.000000 UTC
1414,Mr.,Frank,,Smith,II,frank12@adventure-works.com,0,331-555-0100,1999-01-20 00:00:00.000000 UTC
1125,,Sandra,,Reátegui Alayo,,sandra0@adventure-works.com,0,896-555-0168,1999-01-20 00:00:00.000000 UTC
1574,,Michael,,Allen,,michael31@adventure-works.com,0,460-555-0100,1999-01-20 00:00:00.000000 UTC
7110,,Levi,,Sai,,levi5@adventure-works.com,0,1 (11) 500 555-0175,2001-07-28 00:00:00.000000 UTC
6153,,Armando,,Navarro,,armando10@adventure-works.com,0,1 (11) 500 555-0159,2001-07-28 00:00:00.000000 UTC
14330,,Jeremy,,Murphy,,jeremy43@adventure-works.com,0,182-555-0163,2001-07-28 00:00:00.000000 UTC
13873,,Rob,,Verhoff,,rob4@adventure-works.com,0,1 (11) 500 555-0164,2001-07-28 00:00:00.000000 UTC
6011,,Tyrone,G,Vazquez,,tyrone13@adventure-works.com,0,1 (11) 500 555-0188,2004-02-03 00:00:00.000000 UTC
11301,,Jessica,,White,,jessica60@adventure-works.com,0,522-555-0124,2004-02-03 00:00:00.000000 UTC
5629,,Ramon,,Gao,,ramon13@adventure-works.com,0,1 (11) 500 555-0118,2004-02-03 00:00:00.000000 UTC
5171,,Mallory,M,Vazquez,,mallory1@adventure-works.com,0,1 (11) 500 555-0112,2004-02-03 00:00:00.000000 UTC
1908,,Natalie,,Torres,,natalie16@adventure-works.com,0,739-555-0114,2004-02-03 00:00:00.000000 UTC
1854,,Tiffany,E,Wang,,tiffany1@adventure-works.com,0,1 (11) 500 555-0192,2004-02-03 00:00:00.000000 UTC
9325,,Damien,,Hu,,damien16@adventure-works.com,0,805-555-0160,2004-02-03 00:00:00.000000 UTC
17066,,Samuel,H,Lewis,,samuel71@adventure-works.com,0,116-555-0112,2004-02-03 00:00:00.000000 UTC
17186,,Brent,,Wang,,brent1@adventure-works.com,0,130-555-0173,2004-02-03 00:00:00.000000 UTC
5731,,Steve,,Ma,,steve18@adventure-works.com,0,1 (11) 500 555-0114,2004-02-03 00:00:00.000000 UTC
11488,,Hannah,G,Jackson,,hannah11@adventure-works.com,0,565-555-0181,2004-02-03 00:00:00.000000 UTC
9148,,Madeline,A,Carter,,madeline10@adventure-works.com,0,976-555-0125,2004-02-03 00:00:00.000000 UTC
16402,,Isaac,A,Wright,,isaac43@adventure-works.com,0,385-555-0162,2004-02-03 00:00:00.000000 UTC
17563,,William,,Clark,,william14@adventure-works.com,0,926-555-0189,2004-02-03 00:00:00.000000 UTC
9899,,Kristi,,Randall,,kristi28@adventure-works.com,0,1 (11) 500 555-0118,2004-02-03 00:00:00.000000 UTC
5105,,Elijah,D,Butler,,elijah18@adventure-works.com,0,1 (11) 500 555-0114,2004-02-03 00:00:00.000000 UTC
17752,,Tyler,E,Miller,,tyler11@adventure-works.com,0,456-555-0191,2004-02-03 00:00:00.000000 UTC
3614,,Alvin,,Huang,,alvin7@adventure-works.com,0,1 (11) 500 555-0192,2004-02-03 00:00:00.000000 UTC
4271,,Eduardo,,Evans,,eduardo42@adventure-works.com,0,816-555-0191,2004-02-03 00:00:00.000000 UTC
17225,,Justin,P,Smith,,justin32@adventure-works.com,0,617-555-0179,2004-02-03 00:00:00.000000 UTC
12277,,Louis,A,Tang,,louis21@adventure-works.com,0,1 (11) 500 555-0176,2004-02-03 00:00:00.000000 UTC
16411,,Hunter,J,Robinson,,hunter50@adventure-works.com,0,891-555-0125,2003-07-10 00:00:00.000000 UTC
16516,,Thomas,M,Clark,,thomas59@adventure-works.com,0,621-555-0111,2003-07-10 00:00:00.000000 UTC
3814,,Kate,L,Nara,,kate13@adventure-works.com,0,1 (11) 500 555-0159,2003-07-10 00:00:00.000000 UTC
6755,,Kelly,R,Flores,,kelly17@adventure-works.com,0,1 (11) 500 555-0140,2002-12-14 00:00:00.000000 UTC
7710,,Catherine,K,Cox,,catherine9@adventure-works.com,0,1 (11) 500 555-0179,2002-12-14 00:00:00.000000 UTC
18616,,Douglas,A,Sai,,douglas9@adventure-works.com,0,1 (11) 500 555-0192,2002-12-14 00:00:00.000000 UTC
4412,,Leonard,B,Pal,,leonard13@adventure-works.com,0,1 (11) 500 555-0147,2002-12-14 00:00:00.000000 UTC
7978,,Mackenzie,J,Murphy,,mackenzie13@adventure-works.com,0,793-555-0139,2002-12-14 00:00:00.000000 UTC
19426,,Cory,L,Kapoor,,cory19@adventure-works.com,0,1 (11) 500 555-0114,2002-05-20 00:00:00.000000 UTC
2890,,Lauren,,Sanchez,,lauren0@adventure-works.com,0,694-555-0111,2002-05-20 00:00:00.000000 UTC
10736,,Barbara,M,Wang,,barbara11@adventure-works.com,0,1 (11) 500 555-0169,2002-05-20 00:00:00.000000 UTC
12639,,Xavier,,Hayes,,xavier63@adventure-works.com,0,782-555-0135,2004-05-01 00:00:00.000000 UTC
14236,,Renee,L,Rubio,,renee19@adventure-works.com,0,1 (11) 500 555-0165,2004-05-01 00:00:00.000000 UTC
2822,,Anna,M,Cook,,anna7@adventure-works.com,0,753-555-0138,2004-05-01 00:00:00.000000 UTC
18647,,Raymond,H,Suri,,raymond2@adventure-works.com,0,585-555-0180,2004-05-01 00:00:00.000000 UTC
3894,,Ian,,Brown,,ian5@adventure-works.com,0,846-555-0173,2004-05-01 00:00:00.000000 UTC
11441,,Dawn,L,Beck,,dawn44@adventure-works.com,0,118-555-0116,2004-05-01 00:00:00.000000 UTC
14075,,Devin,S,Howard,,devin79@adventure-works.com,0,773-555-0186,2004-05-01 00:00:00.000000 UTC
5203,,Audrey,L,Alvarez,,audrey6@adventure-works.com,0,1 (11) 500 555-0163,2004-05-01 00:00:00.000000 UTC
4500,,Dale,,Deng,,dale1@adventure-works.com,0,1 (11) 500 555-0122,2004-05-01 00:00:00.000000 UTC
6112,,Marvin,,Dominguez,,marvin13@adventure-works.com,0,1 (11) 500 555-0116,2004-05-01 00:00:00.000000 UTC
2757,,Shawna,,Xu,,shawna5@adventure-works.com,0,1 (11) 500 555-0152,2004-05-01 00:00:00.000000 UTC
2919,,Bonnie,P,Nara,,bonnie22@adventure-works.com,0,1 (11) 500 555-0146,2004-05-01 00:00:00.000000 UTC
17082,,Carrie,,Rubio,,carrie18@adventure-works.com,0,1 (11) 500 555-0177,2004-05-01 00:00:00.000000 UTC
1820,,Max,A,Martin,,max1@adventure-works.com,0,1 (11) 500 555-0116,2004-05-01 00:00:00.000000 UTC
17576,,William,A,Smith,,william16@adventure-works.com,0,774-555-0186,2004-05-01 00:00:00.000000 UTC
11611,,Lacey,L,Simpson,,lacey38@adventure-works.com,0,1 (11) 500 555-0183,2004-05-01 00:00:00.000000 UTC
17410,,Todd,,Zhao,,todd9@adventure-works.com,0,1 (11) 500 555-0170,2004-05-01 00:00:00.000000 UTC
9044,,Jordan,,Gonzalez,,jordan37@adventure-works.com,0,316-555-0111,2004-05-01 00:00:00.000000 UTC
3921,,Jodi,,Becker,,jodi21@adventure-works.com,0,141-555-0181,2004-05-01 00:00:00.000000 UTC
5164,,Nathan,,Bryant,,nathan14@adventure-works.com,0,161-555-0172,2004-05-01 00:00:00.000000 UTC
13080,,Ian,,Hughes,,ian52@adventure-works.com,0,240-555-0189,2004-05-01 00:00:00.000000 UTC
2953,,Wyatt,,Johnson,,wyatt1@adventure-works.com,0,582-555-0166,2004-05-01 00:00:00.000000 UTC
10083,,Bruce,S,Carlson,,bruce39@adventure-works.com,0,1 (11) 500 555-0144,2004-05-01 00:00:00.000000 UTC
5917,,Benjamin,I,Simmons,,benjamin16@adventure-works.com,0,394-555-0190,2004-05-01 00:00:00.000000 UTC
9118,,Damien,A,Zheng,,damien15@adventure-works.com,0,1 (11) 500 555-0123,2004-05-01 00:00:00.000000 UTC
19065,,Jasmine,,Butler,,jasmine53@adventure-works.com,0,737-555-0178,2004-05-01 00:00:00.000000 UTC
2533,,Toni,,Madan,,toni7@adventure-works.com,0,1 (11) 500 555-0180,2003-10-06 00:00:00.000000 UTC
6383,,Brittany,C,Powell,,brittany7@adventure-works.com,0,193-555-0183,2003-10-06 00:00:00.000000 UTC
17851,,Christopher,E,Smith,,christopher24@adventure-works.com,0,140-555-0128,2003-10-06 00:00:00.000000 UTC
2536,,Gabrielle,B,Henderson,,gabrielle27@adventure-works.com,0,709-555-0164,2003-10-06 00:00:00.000000 UTC
13981,,Danny,,Rubio,,danny22@adventure-works.com,0,1 (11) 500 555-0122,2003-10-06 00:00:00.000000 UTC
17776,,Kathleen,,Torres,,kathleen14@adventure-works.com,0,139-555-0176,2003-10-06 00:00:00.000000 UTC
10339,,Kaitlyn,,Harris,,kaitlyn36@adventure-works.com,0,271-555-0151,2003-10-06 00:00:00.000000 UTC
16297,,Kelvin,,Wu,,kelvin26@adventure-works.com,0,1 (11) 500 555-0191,2003-10-06 00:00:00.000000 UTC
14552,,Carlos,,Rogers,,carlos22@adventure-works.com,0,375-555-0185,2003-10-06 00:00:00.000000 UTC
19716,,Keith,W,Rai,,keith21@adventure-works.com,0,1 (11) 500 555-0122,2003-10-06 00:00:00.000000 UTC
5786,,Ryan,,Yang,,ryan31@adventure-works.com,0,1 (11) 500 555-0191,2003-10-06 00:00:00.000000 UTC
12539,,Willie,C,Chen,,willie3@adventure-works.com,0,1 (11) 500 555-0121,2003-10-06 00:00:00.000000 UTC
4541,,Dale,E,Rai,,dale15@adventure-works.com,0,1 (11) 500 555-0163,2003-10-06 00:00:00.000000 UTC
12368,,Spencer,J,Bryant,,spencer20@adventure-works.com,0,193-555-0113,2003-10-06 00:00:00.000000 UTC
12600,,Willie,M,Andersen,,willie32@adventure-works.com,0,1 (11) 500 555-0150,2003-10-06 00:00:00.000000 UTC
17909,,Jacob,K,Lewis,,jacob17@adventure-works.com,0,128-555-0173,2003-10-06 00:00:00.000000 UTC
3865,,Marcus,l,Carter,,marcus38@adventure-works.com,0,334-555-0110,2003-10-06 00:00:00.000000 UTC
1589,,Laura,,Liu,,laura11@adventure-works.com,0,121-555-0179,2003-10-06 00:00:00.000000 UTC
6861,,Regina,B,Ray,,regina10@adventure-works.com,0,1 (11) 500 555-0135,2003-10-06 00:00:00.000000 UTC
10021,,Katherine,M,Jackson,,katherine82@adventure-works.com,0,881-555-0135,2003-10-06 00:00:00.000000 UTC
12067,,Tristan,,Coleman,,tristan6@adventure-works.com,0,154-555-0191,2003-10-06 00:00:00.000000 UTC
11088,,Emma,,Lee,,emma21@adventure-works.com,0,329-555-0193,2003-10-06 00:00:00.000000 UTC
18388,,Nelson,R,Moreno,,nelson6@adventure-works.com,0,1 (11) 500 555-0111,2003-10-06 00:00:00.000000 UTC
6617,,Vanessa,,Foster,,vanessa17@adventure-works.com,0,545-555-0122,2003-10-06 00:00:00.000000 UTC
4740,,Caleb,,Jenkins,,caleb3@adventure-works.com,0,1 (11) 500 555-0170,2003-10-06 00:00:00.000000 UTC
15668,,Misty,,Shan,,misty12@adventure-works.com,0,1 (11) 500 555-0153,2003-10-06 00:00:00.000000 UTC
1072,,Sidney,M,Higa,,sidney0@adventure-works.com,0,424-555-0189,1998-02-26 00:00:00.000000 UTC
1361,,Brian,,Hodges,,brian9@adventure-works.com,0,450-555-0100,1998-02-26 00:00:00.000000 UTC
8462,,Grant,B,Shen,,grant4@adventure-works.com,0,1 (11) 500 555-0195,2003-03-12 00:00:00.000000 UTC
10486,,Natalie,E,Lewis,,natalie88@adventure-works.com,0,952-555-0151,2003-03-12 00:00:00.000000 UTC
10590,,Christy,R,Tang,,christy23@adventure-works.com,0,1 (11) 500 555-0165,2003-03-12 00:00:00.000000 UTC
11233,,Alisha,C,Goel,,alisha44@adventure-works.com,0,1 (11) 500 555-0133,2003-03-12 00:00:00.000000 UTC
3616,,Xavier,F,Young,,xavier23@adventure-works.com,0,713-555-0147,2003-03-12 00:00:00.000000 UTC
2444,,Kaitlin,,Martinez,,kaitlin16@adventure-works.com,0,591-555-0116,2003-03-12 00:00:00.000000 UTC
4430,,Leonard,L,Nath,,leonard20@adventure-works.com,0,1 (11) 500 555-0146,2003-03-12 00:00:00.000000 UTC
11081,,Tamara,M,She,,tamara12@adventure-works.com,0,1 (11) 500 555-0175,2003-03-12 00:00:00.000000 UTC
11048,,Warren,,Liu,,warren21@adventure-works.com,0,1 (11) 500 555-0131,2003-03-12 00:00:00.000000 UTC
15101,,Jack,,Perez,,jack38@adventure-works.com,0,1 (11) 500 555-0177,2003-03-12 00:00:00.000000 UTC
19506,,Bradley,,Carson,,bradley18@adventure-works.com,0,1 (11) 500 555-0183,2003-03-12 00:00:00.000000 UTC
19872,,Morgan,E,Bailey,,morgan54@adventure-works.com,0,669-555-0153,2003-03-12 00:00:00.000000 UTC
6947,,Jacqueline,,Hughes,,jacqueline12@adventure-works.com,0,904-555-0153,2002-08-16 00:00:00.000000 UTC
15720,,Kelsey,K,Chande,,kelsey14@adventure-works.com,0,1 (11) 500 555-0179,2002-01-20 00:00:00.000000 UTC
19605,,Julia,R,Long,,julia75@adventure-works.com,0,721-555-0117,2002-01-20 00:00:00.000000 UTC
10605,,Christy,R,Pal,,christy29@adventure-works.com,0,1 (11) 500 555-0127,2002-01-20 00:00:00.000000 UTC
5705,,Steve,R,Chen,,steve6@adventure-works.com,0,1 (11) 500 555-0125,2002-01-20 00:00:00.000000 UTC
5351,,Daisy,L,Blanco,,daisy10@adventure-works.com,0,1 (11) 500 555-0113,2004-07-28 00:00:00.000000 UTC
15537,,Katrina,P,Kumar,,katrina7@adventure-works.com,0,1 (11) 500 555-0186,2004-07-28 00:00:00.000000 UTC
6387,,Meagan,D,Suri,,meagan0@adventure-works.com,0,1 (11) 500 555-0187,2004-07-28 00:00:00.000000 UTC
8559,,Sierra,,Edwards,,sierra1@adventure-works.com,0,267-555-0113,2004-07-28 00:00:00.000000 UTC
6843,,Angela,E,Bennett,,angela3@adventure-works.com,0,718-555-0115,2004-07-28 00:00:00.000000 UTC
4886,,Glenn,,Lin,,glenn8@adventure-works.com,0,1 (11) 500 555-0111,2004-07-28 00:00:00.000000 UTC
13703,,Garrett,N,Gray,,garrett11@adventure-works.com,0,1 (11) 500 555-0122,2004-07-28 00:00:00.000000 UTC
6125,,Marvin,,Ramos,,marvin18@adventure-works.com,0,1 (11) 500 555-0156,2004-07-28 00:00:00.000000 UTC
9297,,Marie,,Alvarez,,marie28@adventure-works.com,0,1 (11) 500 555-0115,2004-07-28 00:00:00.000000 UTC
7352,,Arianna,A,Torres,,arianna25@adventure-works.com,0,714-555-0177,2004-07-28 00:00:00.000000 UTC
15570,,Alex,,Nelson,,alex38@adventure-works.com,0,1 (11) 500 555-0161,2004-07-28 00:00:00.000000 UTC
14689,,Jesse,,Cook,,jesse22@adventure-works.com,0,213-555-0154,2004-01-02 00:00:00.000000 UTC
9194,,Amanda,A,Mitchell,,amanda54@adventure-works.com,0,142-555-0190,2004-01-02 00:00:00.000000 UTC
18708,,Brett,A,Prasad,,brett9@adventure-works.com,0,1 (11) 500 555-0146,2004-01-02 00:00:00.000000 UTC
13453,,Garrett,,Sanders,,garrett7@adventure-works.com,0,170-555-0119,2004-01-02 00:00:00.000000 UTC
8448,,Drew,,Raji,,drew22@adventure-works.com,0,547-555-0132,2004-01-02 00:00:00.000000 UTC
13313,,Isaiah,J,Brooks,,isaiah1@adventure-works.com,0,886-555-0188,2004-01-02 00:00:00.000000 UTC
14946,,Robert,,Collins,,robert45@adventure-works.com,0,966-555-0171,2004-01-02 00:00:00.000000 UTC
15131,,Manuel,,Sara,,manuel9@adventure-works.com,0,1 (11) 500 555-0113,2004-01-02 00:00:00.000000 UTC
13473,,Lucas,W,Sanders,,lucas74@adventure-works.com,0,175-555-0166,2004-01-02 00:00:00.000000 UTC
14233,,Renee,L,Sanz,,renee18@adventure-works.com,0,1 (11) 500 555-0165,2004-01-02 00:00:00.000000 UTC
19720,,Keith,P,Becker,,keith24@adventure-works.com,0,1 (11) 500 555-0111,2004-01-02 00:00:00.000000 UTC
16363,,Jordan,E,Wright,,jordan74@adventure-works.com,0,341-555-0111,2004-01-02 00:00:00.000000 UTC
17821,,Orlando,C,Martin,,orlando1@adventure-works.com,0,1 (11) 500 555-0138,2004-01-02 00:00:00.000000 UTC
4060,,Charles,L,Martin,,charles18@adventure-works.com,0,305-555-0189,2004-01-02 00:00:00.000000 UTC
15183,,Jackson,,Roberts,,jackson34@adventure-works.com,0,1 (11) 500 555-0114,2004-01-02 00:00:00.000000 UTC
5266,,Beth,L,Hernandez,,beth6@adventure-works.com,0,1 (11) 500 555-0145,2004-01-02 00:00:00.000000 UTC
2254,,Amanda,,Foster,,amanda37@adventure-works.com,0,505-555-0159,2004-01-02 00:00:00.000000 UTC
8758,,Darrell,J,Luo,,darrell14@adventure-works.com,0,1 (11) 500 555-0127,2004-01-02 00:00:00.000000 UTC
6574,,Stefanie,,Subram,,stefanie10@adventure-works.com,0,1 (11) 500 555-0113,2004-01-02 00:00:00.000000 UTC
10135,,Arthur,L,Martin,,arthur23@adventure-works.com,0,1 (11) 500 555-0176,2004-01-02 00:00:00.000000 UTC
11681,,Alejandro,L,Lin,,alejandro10@adventure-works.com,0,1 (11) 500 555-0155,2004-01-02 00:00:00.000000 UTC
15546,,Katrina,,Andersen,,katrina11@adventure-works.com,0,1 (11) 500 555-0189,2003-06-08 00:00:00.000000 UTC
14425,,Teresa,L,Carlson,,teresa19@adventure-works.com,0,1 (11) 500 555-0159,2003-06-08 00:00:00.000000 UTC
14118,,Ian,K,Cook,,ian79@adventure-works.com,0,561-555-0115,2003-06-08 00:00:00.000000 UTC
19494,,Chloe,W,Jenkins,,chloe73@adventure-works.com,0,419-555-0111,2003-06-08 00:00:00.000000 UTC
7768,,Bridget,A,Luo,,bridget7@adventure-works.com,0,1 (11) 500 555-0114,2003-06-08 00:00:00.000000 UTC
5689,,Ethan,,Henderson,,ethan1@adventure-works.com,0,1 (11) 500 555-0176,2003-06-08 00:00:00.000000 UTC
18352,,Megan,W,Hughes,,megan60@adventure-works.com,0,148-555-0186,2003-06-08 00:00:00.000000 UTC
13243,,Joy,A,Alonso,,joy9@adventure-works.com,0,1 (11) 500 555-0129,2003-06-08 00:00:00.000000 UTC
4824,,Darryl,L,Wu,,darryl6@adventure-works.com,0,1 (11) 500 555-0180,2003-06-08 00:00:00.000000 UTC
1837,,Heather,,Zhao,,heather9@adventure-works.com,0,1 (11) 500 555-0164,2003-06-08 00:00:00.000000 UTC
14490,,Dalton,C,Sanchez,,dalton89@adventure-works.com,0,344-555-0169,2003-06-08 00:00:00.000000 UTC
8850,,Ebony,J,Mehta,,ebony14@adventure-works.com,0,1 (11) 500 555-0115,2002-11-12 00:00:00.000000 UTC
2210,,Amanda,,Ward,,amanda12@adventure-works.com,0,736-555-0119,2002-11-12 00:00:00.000000 UTC
11194,,Alisha,J,Shen,,alisha26@adventure-works.com,0,1 (11) 500 555-0112,2002-11-12 00:00:00.000000 UTC
9968,,Gerald,K,Romero,,gerald17@adventure-works.com,0,1 (11) 500 555-0122,2002-11-12 00:00:00.000000 UTC
11235,,Abigail,M,Williams,,abigail49@adventure-works.com,0,1 (11) 500 555-0175,2002-11-12 00:00:00.000000 UTC
3621,,George,,Louverdis,,george5@adventure-works.com,0,1 (11) 500 555-0171,2002-11-12 00:00:00.000000 UTC
5899,,Benjamin,F,Coleman,,benjamin7@adventure-works.com,0,524-555-0163,2002-04-18 00:00:00.000000 UTC
709,Mr.,Scott,M.,Rodgers,,scott10@adventure-works.com,0,989-555-0100,2002-04-18 00:00:00.000000 UTC
7824,,Tasha,M,Kumar,,tasha8@adventure-works.com,0,1 (11) 500 555-0180,2002-04-18 00:00:00.000000 UTC
12111,,Jaclyn,,Huang,,jaclyn6@adventure-works.com,0,1 (11) 500 555-0153,2002-04-18 00:00:00.000000 UTC
